title,url,abstract,published,source,entities
"Why auto worker strikes against GM, Ford and Stellantis seem inevitable - CNBC",https://www.cnbc.com/2023/09/02/uaw-strikes-at-gm-ford-stellantis-seem-inevitable.html,"Prolonged strikes against GM, Ford and Stellantis would be unprecedented and quickly impact the automotive supply chain, U.S. economy and domestic production.",2023-09-02T12:00:01.000000,"Source(id=None, name='CNBC', channel=<Channel.NEWSORG: 'NEWSORG'>)","GM:ORG, Ford:ORG, Stellantis:ORG, GM:ORG, Ford:ORG, Stellantis:ORG, U.S.:GPE"
Novak Djokovic fights back from two sets down to win an epic match - CNN,https://www.cnn.com/2023/09/02/sport/novak-djokovic-us-open-laslo-djere-spt-intl/index.html,"Novak Djokovic survived a scare in the third round of the US Open, fighting back to win a five-set match 4-6 4-6 6-1 6-1 6-3 against fellow Serb Laslo Djere.",2023-09-02T11:45:00.000000,"Source(id='cnn', name='CNN', channel=<Channel.NEWSORG: 'NEWSORG'>)","Novak:ORG, two:CARDINAL, CNN:ORG, Novak Djokovic:PERSON, third:ORDINAL, the US Open:EVENT, five:CARDINAL, 4:CARDINAL, Serb Laslo Djere:ORG"
'Yellowstone': Kevin Costner speaks about 'disappointing' series exit - USA TODAY,https://www.usatoday.com/story/entertainment/tv/2023/09/02/yellowstone-kevin-costner-speaks-exit/70749108007/,"During a court hearing stemming from his divorce, Kevin Costner spoke out for the first time about his disappointment over leaving ""Yellowstone.""",2023-09-02T11:33:38.000000,"Source(id='usa-today', name='USA Today', channel=<Channel.NEWSORG: 'NEWSORG'>)","Yellowstone:GPE, Kevin Costner:PERSON, exit - USA TODAY:ORG, Kevin Costner:PERSON, first:ORDINAL"
[Removed],https://removed.com,[Removed],1970-01-01T00:00:00.000000,"Source(id=None, name='[Removed]', channel=<Channel.NEWSORG: 'NEWSORG'>)",""
Mohamed Al-Fayed dead at 94 - CNN,https://www.cnn.com/2023/09/01/europe/mohamed-al-fayed-obit-intl/index.html,"Mohamed Al-Fayed, the outspoken Egyptian tycoon who transformed the fortunes of two London institutions, the Harrods department store and Fulham Football Club, and waged a war of words with Britain’s royals after his son was killed in a car crash alongside Di…",2023-09-02T11:07:00.000000,"Source(id='cnn', name='CNN', channel=<Channel.NEWSORG: 'NEWSORG'>)","Mohamed Al-Fayed:PERSON, 94:CARDINAL, CNN:ORG, Mohamed Al-Fayed:PERSON, Egyptian:NORP, two:CARDINAL, London:GPE, Harrods:ORG, Fulham Football Club:ORG, Britain:GPE, Di:ORG"
FIBA World Cup 2023: South Sudan clinch historic Paris 2024 Olympic berth - Olympics,https://olympics.com/en/news/fiba-world-cup-2023-south-sudan-clinch-paris-2024-olympic-berth,A Carlik Jones-inspired 101-78 win over Angola coupled with Egypt's defeat to New Zealand saw basketball's youngest nation qualify for their first Olympic tournament.,2023-09-02T11:05:00.000000,"Source(id=None, name='Olympics.com', channel=<Channel.NEWSORG: 'NEWSORG'>)","World Cup:EVENT, South Sudan:GPE, Paris 2024 Olympic berth - Olympics:EVENT, Carlik Jones:ORG, 101:CARDINAL, Angola:GPE, Egypt:GPE, New Zealand:GPE, first:ORDINAL"
"The early ancestors of humans were reduced to 1300 individuals and came close to extinction, scientists say - Business Insider India",https://www.businessinsider.in/science/news/the-early-ancestors-of-humans-were-reduced-to-1300-individuals-and-came-close-to-extinction-scientists-say/articleshow/103310723.cms,"Early human ancestors faced near-extinction between 800,000 and 900,000 years ago, scientists say.An extreme climate event might have caused the evolutionary",2023-09-02T11:04:00.000000,"Source(id=None, name='Business Insider India', channel=<Channel.NEWSORG: 'NEWSORG'>)","1300:CARDINAL, India:GPE, between 800,000 and 900,000 years ago:CARDINAL"
"Will Cal, Stanford sports face cuts after big sacrifices to join ACC? - San Francisco Chronicle",https://www.sfchronicle.com/sports/college/article/stanford-cal-sports-acc-18343327.php,"Stanford and Cal agreed to take a fraction of TV revenue in order to secure an invite to the ACC, raising questions about the fate of Olympic sports.",2023-09-02T11:03:33.000000,"Source(id=None, name='San Francisco Chronicle', channel=<Channel.NEWSORG: 'NEWSORG'>)","Will Cal:PERSON, Stanford:ORG, ACC:ORG, Stanford:ORG, Cal:PERSON, ACC:ORG"
"2023 NFL rookies guide: Fantasy picks, stat leaders, top QBs - ESPN",https://www.espn.com/nfl/insider/insider/story/_/id/38250637/2023-nfl-rookies-best-fantasy-football-picks-projections,Who will be the top rookies this season? Which ones should you target in fantasy? And who is flying under the radar entering the season?,2023-09-02T11:00:00.000000,"Source(id='espn', name='ESPN', channel=<Channel.NEWSORG: 'NEWSORG'>)","2023:CARDINAL, NFL:ORG, this season:DATE, the season:DATE"
"‘Unpaid digital care work’: Moms shoulder stressful duty, study find - The Washington Post",https://www.washingtonpost.com/wellness/2023/09/02/moms-stress-supervising-kids-online/,"The burden of “unpaid digital care work” was “intense, constant and unyielding, and it takes a physical and emotional toll on mothers,” a small study found.",2023-09-02T10:36:03.000000,"Source(id='the-washington-post', name='The Washington Post', channel=<Channel.NEWSORG: 'NEWSORG'>)",The Washington Post:ORG
"XPoSat: After Moon And Sun, ISRO Ready To Launch Mission To Boost Knowledge Of Astronomy - Jagran English",https://english.jagran.com/india/xposat-after-moon-and-sun-isro-ready-to-launch-mission-to-boost-knowledge-of-astronomy-10097780,The Indian Space Research Organisation ISRO has prepared a mission dedicated to advancing knowledge in the field of astronomy,2023-09-02T10:20:00.000000,"Source(id=None, name='Jagran.com', channel=<Channel.NEWSORG: 'NEWSORG'>)","XPoSat:NORP, Moon:PERSON, Ready To Launch:PERSON, The Indian Space Research Organisation:ORG"
"Video: Gadgets 360 With Technical Guruji: Ask TG [September 2, 2023] - Gadgets 360",https://www.gadgets360.com/videos/gadgets-360-with-technical-guruji-ask-tg-september-2-2023-721726,I keep getting rolling black bars on my phone screen while shooting a video. Is there a problem with my camera and how can I fix this issue? Which smartphone has the best camera for astro-photography? I&#039;m thinking about getting the iPhone 15 when it laun…,2023-09-02T10:05:32.000000,"Source(id=None, name='Gadgets360.com', channel=<Channel.NEWSORG: 'NEWSORG'>)","TG:PERSON, September 2, 2023:DATE"
Maui’s unmanaged invasive grasslands strengthened the Lahaina fires - The Washington Post,https://www.washingtonpost.com/investigations/interactive/2023/lahaina-wildfires-invasive-grass-destruction/,"A Washington Post investigation retraced the fire’s path, revealing that nonnative invasive grasses were key to creating the fast-moving, uncontrollable blaze.",2023-09-02T10:01:06.000000,"Source(id='the-washington-post', name='The Washington Post', channel=<Channel.NEWSORG: 'NEWSORG'>)","Maui:ORG, Lahaina:NORP, The Washington Post:ORG, Washington Post:ORG"
Chandrayaan-3 takes seismic readings from lunar surface - INSIGHTSIAS - Insights IAS,https://www.insightsonindia.com/2023/09/02/chandrayaan-3-takes-seismic-readings-from-lunar-surface/,"Facts for Prelims (FFP)   Source: Hindustan Times    Context: India’s lunar exploration mission, Chandrayaan-3, Vikram lander and Pragyan rover conducted their first in-situ measurements of the lunar surface. The detection of seismic activity, which not only …",2023-09-02T09:45:14.000000,"Source(id=None, name='Insightsonindia.com', channel=<Channel.NEWSORG: 'NEWSORG'>)","Chandrayaan-3:PERSON, FFP:ORG, Hindustan Times:ORG, India:GPE, Vikram:PRODUCT, Pragyan:NORP, first:ORDINAL"
UFC Paris: Fight Day Focus - Ciryl Gane vs Sergey Spivac! - UFC,https://www.youtube.com/watch?v=r9lWBPhrHUY,It's fight day! Heavyweight contender Tom Aspinall joins John Gooden and McKenzie Pavacich in Paris for Fight Day Focus! The team look ahead to tonight's mat...,2023-09-02T09:30:10.000000,"Source(id=None, name='YouTube', channel=<Channel.NEWSORG: 'NEWSORG'>)","UFC Paris::ORG, Focus - Ciryl Gane:ORG, Tom Aspinall:PERSON, John Gooden:PERSON, McKenzie Pavacich:PERSON, Paris:GPE, tonight:TIME"
"High-speed object just crashed into Jupiter, footage shows - Mashable",https://mashable.com/article/jupiter-collision-space-asteroid,A collision hundreds of millions of miles away.,2023-09-02T09:30:00.000000,"Source(id='mashable', name='Mashable', channel=<Channel.NEWSORG: 'NEWSORG'>)","Jupiter:LOC, hundreds of millions of miles:MONEY"
Belt and Road China deal did not bring expected results: Italy Finance Minister - India Today,https://www.indiatoday.in/world/story/italy-fm-belt-and-road-china-deal-did-not-bring-expected-results-2430072-2023-09-02,"Italy's Foreign Minister expressed dissatisfaction with the subpar progress in trade relations between Italy and China, following Italy's participation in Beijing's Belt and Road Initiative four years ago.",2023-09-02T09:20:53.000000,"Source(id=None, name='India Today', channel=<Channel.NEWSORG: 'NEWSORG'>)","Belt and Road China:ORG, Italy:GPE, Today:DATE, Italy:GPE, Italy:GPE, China:GPE, Italy:GPE, Beijing:GPE, Belt and Road Initiative:FAC, four years ago:DATE"
National Nutrition Week 2023: 6 Do's and Don'ts of Kids Nutrition to Follow - India.com,https://www.india.com/health/national-nutrition-week-2023-6-dos-and-donts-of-kids-nutrition-to-follow-6283017/,"Nutrition is pivotal for kids at their budding age. In this exceedingly sedentary lifestyle, it is important to follow certain dos and don'ts.",2023-09-02T09:17:44.000000,"Source(id=None, name='India.com', channel=<Channel.NEWSORG: 'NEWSORG'>)","National Nutrition Week 2023::ORG, 6:CARDINAL"
Who is Tharman Shanmugaratnam? All about Singapore's new Indian-origin president - Times of India,https://timesofindia.indiatimes.com/videos/toi-original/who-is-tharman-shanmugaratnam-all-about-singapores-new-indian-origin-president/videoshow/103306645.cms,"Tharman Shanmugaratnam has assumed the role of Singapore's ninth president, marking a significant milestone in the nation's history. He stands as the third individual of Indian origin to hold this prestigious position, bringing with him a stellar rep",2023-09-02T09:16:01.000000,"Source(id='the-times-of-india', name='The Times of India', channel=<Channel.NEWSORG: 'NEWSORG'>)","Shanmugaratnam:PERSON, Singapore:GPE, Indian:NORP, Times of India:ORG, Shanmugaratnam:GPE, Singapore:GPE, ninth:ORDINAL, third:ORDINAL, Indian:NORP"
Apple to overtake Samsung as the world’s largest smartphone brand: Kuo - The Indian Express,https://indianexpress.com/article/technology/tech-news-technology/apple-to-overtake-samsung-as-the-worlds-largest-smartphone-brand-kuo-8920959/,Samsung's reign as the world's leading phone brand may be coming to an end.,2023-09-02T08:49:34.000000,"Source(id=None, name='The Indian Express', channel=<Channel.NEWSORG: 'NEWSORG'>)","Apple:ORG, Samsung:ORG, Kuo - The Indian Express:PERSON, Samsung:ORG"
"Chandrayaan 3: Rover has moved 100 m from lander, both to be put to ‘sleep’ to withstand night, says ISRO chief - OrissaPOST",https://www.orissapost.com/chandrayaan-3-rover-has-moved-100-m-from-lander-both-to-be-put-to-sleep-to-withstand-night-says-isro-chief/,"Sriharikota: Lunar mission Chandrayaan 3’s rover and lander are functioning well and they would be put to “sleep” soon to withstand the night on the Moon, ISRO Chairman S Somanath said Saturday. The lander and rover, ‘Vikram’ and ‘Pragyaan’, respectively, wer…",2023-09-02T08:22:10.000000,"Source(id=None, name='Orissapost.com', channel=<Channel.NEWSORG: 'NEWSORG'>)","3:CARDINAL, 100:CARDINAL, night:TIME, Sriharikota:PERSON, 3:CARDINAL, the night:TIME, S Somanath:PERSON, Saturday:DATE"
Low water levels reveal dinosaur tracks dating back 110 million years - CNN,https://www.cnn.com/2023/09/02/us/dinosaur-tracks-texas-drought-climate/index.html,"",2023-09-02T08:12:00.000000,"Source(id='cnn', name='CNN', channel=<Channel.NEWSORG: 'NEWSORG'>)","110 million:CARDINAL, CNN:ORG"
Auto sales for August 2023: Here is how Indian auto majors performed - Mint,https://www.livemint.com/companies/news/auto-sales-for-august-2023-from-maruti-to-mahindra-and-mahindra-here-is-how-indian-auto-majors-performed-11693638361000.html,"Indian automakers see increased sales in passenger and commercial vehicles for August, with Maruti Suzuki and Mahindra and Mahindra leading the growth. Tata Motors, however, experienced a decline in sales. Two-wheeler makers TVS Motor Company and Eicher Motor…",2023-09-02T07:37:50.000000,"Source(id=None, name='Livemint', channel=<Channel.NEWSORG: 'NEWSORG'>)","August 2023:DATE, Indian:NORP, Indian:NORP, August:DATE, Maruti Suzuki:PERSON, Mahindra and Mahindra:ORG, Tata Motors:ORG, Two:CARDINAL, TVS Motor Company:ORG, Eicher Motor:ORG"
NASA's SpaceX Crew-6 Departure From Space Station Delayed - SciTechDaily,https://scitechdaily.com/nasas-spacex-crew-6-departure-from-space-station-delayed/,"NASA and SpaceX are standing down from the Saturday, September 2, departure opportunities for the agency’s Crew-6 mission from the International Space Station (ISS) due to unfavorable weather conditions near the splashdown sites off the coast of Florida. NASA…",2023-09-02T07:32:42.000000,"Source(id=None, name='SciTechDaily', channel=<Channel.NEWSORG: 'NEWSORG'>)","NASA:ORG, Crew-6 Departure From Space Station Delayed - SciTechDaily:WORK_OF_ART, NASA:ORG, Saturday, September 2:DATE, Crew-6:PRODUCT, the International Space Station:ORG, Florida:GPE, NASA:ORG"
New Tata Nexon EV spied ahead of launch! Connected DRLs - MotorOctane,https://motoroctane.com/news/260750-new-tata-nexon-ev-spied-ahead-of-launch-connected-drls,"Ahead of the unveiling of the new Nexon EV, we have got the spy shots of the EV version. It reveals some different bits on the car",2023-09-02T06:43:10.000000,"Source(id=None, name='Motoroctane.com', channel=<Channel.NEWSORG: 'NEWSORG'>)","Nexon EV:ORG, EV:ORG"
‘She has strong teeth’: bizarre China thief chews through iPhone security cable - South China Morning Post,https://www.scmp.com/news/people-culture/trending-china/article/3232721/she-has-strong-teeth-woman-china-gnaws-through-anti-theft-cable-bizarre-bid-steal-us960-iphone,A woman in China who chewed her way through an anti-theft cable to steal a US$960 iPhone from a shop display stand has been arrested by police.,2023-09-02T06:00:13.000000,"Source(id=None, name='Post Magazine', channel=<Channel.NEWSORG: 'NEWSORG'>)","China:GPE, China:GPE, 960:MONEY"
Now water-borne disease loom danger to lives in HP: Advisory - United News of India,http://www.uniindia.com/news/north/now-water-borne-disease-loom-danger-to-lives-in-hp-advisory/3042688.html,"Shimla, Sep 2 (UNI) Naturally, calamities reeling from the loss of hundreds of lives and billions of rupees in properties now loom as a new danger in Himachal Pradesh as waterborne dieses are infesting the state, a Advisory issued by the state government heal…",2023-09-02T05:16:00.000000,"Source(id=None, name='Uniindia.com', channel=<Channel.NEWSORG: 'NEWSORG'>)","Advisory - United News of:ORG, India:GPE, hundreds:CARDINAL, billions:CARDINAL, Himachal Pradesh:ORG, Advisory:ORG"
"Shooting at Louisiana high school football game kills 1 person and wounds another, police say - ABC News",https://abcnews.go.com/US/wireStory/shooting-louisiana-high-school-football-game-kills-1-102878811,Police in Louisiana say a shooting during halftime of a high school football game left one victim dead and another wounded,2023-09-02T05:08:23.000000,"Source(id='abc-news', name='ABC News', channel=<Channel.NEWSORG: 'NEWSORG'>)","Louisiana:GPE, 1:CARDINAL, ABC News:ORG, Louisiana:GPE, one:CARDINAL"
AI Weekly Roundup: Google Launches AI Search in India - Analytics Insight,https://www.analyticsinsight.net/ai-weekly-roundup-google-launches-ai-search-in-india/,The end of August marked some major developments in generative artificial intelligence by leading tech companies.,2023-09-02T04:33:21.000000,"Source(id=None, name='Analytics Insight', channel=<Channel.NEWSORG: 'NEWSORG'>)","AI Weekly Roundup:ORG, Launches AI Search:PERSON, India - Analytics Insight:ORG, August:DATE"
Delhi Police Releases FAQs On Traffic Management In View Of G20 Summit - NDTV,https://www.ndtv.com/news,"NDTV.com: India, Business, Bollywood, Cricket, Video and Breaking News",2023-09-02T04:30:37.000000,"Source(id=None, name='NDTV News', channel=<Channel.NEWSORG: 'NEWSORG'>)","Delhi Police Releases FAQs On:ORG, Traffic Management In View Of G20 Summit - NDTV:ORG, India:GPE, Business:GPE, Bollywood:GPE"
Modi-Biden bilateral meet on September 8 ahead of G20 Summit: White House - India Today,https://www.indiatoday.in/india/story/pm-narendra-modi-joe-biden-bilateral-meeting-september-8-white-house-statement-2429961-2023-09-02,"Prime Minister Narendra Modi and US President Joe Biden are set to hold bilateral talks on September 8, on the sidelines of the G20 Summit, the White House announced.",2023-09-02T03:59:56.000000,"Source(id=None, name='India Today', channel=<Channel.NEWSORG: 'NEWSORG'>)","Modi-Biden:ORG, September 8:DATE, G20:ORG, White House - India:ORG, Today:DATE, Narendra Modi:PERSON, US:GPE, Joe Biden:PERSON, September 8:DATE, the G20 Summit:ORG, the White House:ORG"
Twitter Reactions: Mitchell Marsh and Matthew Short power Australia to a T20I series win after the pacers keep South Africa in check - Cricket Times,https://crickettimes.com/2023/09/twitter-reactions-mitchell-marsh-and-matthew-short-power-australia-to-a-t20i-series-win-after-the-pacers-keep-south-africa-in-check/,"The second T20I of the Australia tour of South Africa 2023 witnessed another impressive performance from the Aussies as they clinched an emphatic victory over the Proteas at Kingsmead, Durban on Friday. Australia's dominance continued as they secured an 8-wic…",2023-09-02T03:32:35.000000,"Source(id=None, name='The Cricket Times', channel=<Channel.NEWSORG: 'NEWSORG'>)","Mitchell Marsh:PERSON, Matthew Short:PERSON, Australia:GPE, South Africa:GPE, second:ORDINAL, Australia:GPE, South Africa:GPE, Aussies:FAC, the Proteas at Kingsmead, Durban:WORK_OF_ART, Friday:DATE, Australia:GPE, 8:CARDINAL"
Where did Huawei get the advanced chips for its latest Mate 60 Pro smartphone? - South China Morning Post,https://www.scmp.com/tech/big-tech/article/3233166/while-under-us-sanctions-where-did-huawei-get-advanced-chips-its-latest-mate-60-pro-smartphone,Huawei Technologies has been tight-lipped about the origin of the advanced semiconductor that powers its new Mate 60 Pro flagship smartphone. Here are some possible explanations.,2023-09-02T02:30:09.000000,"Source(id=None, name='Post Magazine', channel=<Channel.NEWSORG: 'NEWSORG'>)","Huawei:ORG, Huawei Technologies:ORG, 60:CARDINAL"
Impact Crater From Russia's Luna 25 Crash Spied by NASA's Lunar Orbiter - SciTechDaily,https://scitechdaily.com/impact-crater-from-russias-luna-25-crash-spied-by-nasas-lunar-orbiter/,"NASA's LRO imaged a new Moon crater, likely the impact site of Russia's Luna 25 mission, which deviated from its intended landing point due to a descent anomaly. NASA’s LRO – the Lunar Reconnaissance Orbiter – spacecraft imaged a new crater on the Moon’s surf…",2023-09-02T02:19:55.000000,"Source(id=None, name='SciTechDaily', channel=<Channel.NEWSORG: 'NEWSORG'>)","Russia:GPE, Luna 25 Crash Spied:FAC, NASA:ORG, Lunar Orbiter - SciTechDaily:ORG, NASA:ORG, LRO:ORG, Moon:PERSON, Russia:GPE, Luna 25:FAC, NASA:ORG, LRO:ORG, Moon:PERSON"
"Quordle 586 answer for September 2: End your gloom and doom! Check Quordle hints, clues, solutions - HT Tech",https://tech.hindustantimes.com/how-to/quordle-586-answer-for-september-2-end-your-gloom-and-doom-check-quordle-hints-clues-solutions-71693618951452.html,"Quordle 586 answer for September 2: Although today’s puzzle is on the easier end, it is never a good idea to be too confident and ignore precious resources. Check Quordle hints, clues and solutions.",2023-09-02T01:51:23.000000,"Source(id=None, name='Hindustan Times', channel=<Channel.NEWSORG: 'NEWSORG'>)","586:CARDINAL, September 2: End:DATE, 586:CARDINAL, September 2:DATE, today:DATE"
How To Play ‘Starfield’ Early Access With Or Without Xbox Game Pass - Forbes,https://www.forbes.com/sites/erikkain/2023/09/01/how-to-play-starfield-early-access-with-or-without-xbox-game-pass/,"Here's how to play Starfield almost a week early, and a neat trick to save money and get into Early Access if you're a Game Pass subscriber.",2023-09-02T01:32:48.000000,"Source(id=None, name='Forbes', channel=<Channel.NEWSORG: 'NEWSORG'>)","Starfield:PERSON, almost a week early:DATE, Early Access:WORK_OF_ART, Game Pass:WORK_OF_ART"
Blue supermoon photos: See images from around the world - The Hill,https://thehill.com/homenews/space/4182095-blue-supermoon-photos-see-images-from-around-the-world/,A rare blue supermoon — the closest full moon of the year — dazzled stargazers Wednesday night.,2023-09-02T01:04:00.000000,"Source(id='the-hill', name='The Hill', channel=<Channel.NEWSORG: 'NEWSORG'>)","moon of the year:DATE, Wednesday:DATE, night:TIME"
Data verify effectiveness of mammography screening among older women - Radiology Business,https://radiologybusiness.com/topics/medical-imaging/womens-imaging/data-verify-effectiveness-mammography-screening-among-older-women,"“The results suggest that mammography screening can be effective in older women, particularly as life expectancy increases,” researchers contend.",2023-09-01T22:30:11.000000,"Source(id=None, name='Radiology Business', channel=<Channel.NEWSORG: 'NEWSORG'>)",""
Lenovo debuts gaming glasses and portal PC handheld - TechCrunch,https://techcrunch.com/2023/09/01/lenovo-debuts-gaming-glasses-and-portal-pc-handheld/,Lenovo debuts are pair of interesting new pieces of gaming gear at IFA 20233: The Legion Go and Legion Glasses.,2023-09-01T21:45:28.000000,"Source(id='techcrunch', name='TechCrunch', channel=<Channel.NEWSORG: 'NEWSORG'>)","TechCrunch:PRODUCT, The Legion Go and Legion Glasses:ORG"
ESC Issues First Comprehensive Cardiomyopathy Guidelines - Medscape,https://www.medscape.com/viewarticle/996083,The European Society of Cardiology has released the first major set of international guidelines to address cardiomyopathies beyond hypertrophic forms.,2023-09-01T20:51:16.000000,"Source(id=None, name='Medscape', channel=<Channel.NEWSORG: 'NEWSORG'>)","Cardiomyopathy Guidelines - Medscape:PERSON, The European Society of Cardiology:ORG, first:ORDINAL"
"Eastern equine encephalitis virus detected in mosquitoes collected in Dudley and Southbridge, Massachusetts - WCVB Boston",https://www.wcvb.com/article/eastern-equine-encephalitis-virus-detected-in-mosquitoes-dudley-southbridge-massachusetts-eee/44975771,The virus was found in mosquitoes collected in two communities.,2023-09-01T15:56:00.000000,"Source(id=None, name='WCVB Boston', channel=<Channel.NEWSORG: 'NEWSORG'>)","Eastern:ORG, Dudley:GPE, Southbridge:GPE, Massachusetts:GPE, two:CARDINAL"
James Webb Space Telescope Captures Stunning View Of Supenova's Expanding Remains - NDTV,https://www.ndtv.com/science/james-webb-space-telescope-captures-stunning-view-of-supenovas-expanding-remains-4349503,Astronomers are fascinated by the discovery as it shows intricate details of what happens when big stars end their days.,2023-09-01T14:36:44.000000,"Source(id=None, name='NDTV News', channel=<Channel.NEWSORG: 'NEWSORG'>)","James Webb Space:PERSON, Expanding Remains - NDTV:PERSON, their days:DATE"
Want to create digital handwritten notes with pen and paper-like experience? Try the Goodnotes app - HT Tech,https://tech.hindustantimes.com/photos/want-to-create-digital-handwritten-notes-with-pen-and-paper-like-experience-try-the-goodnotes-app-71693563996930.html,Switch your note-making process from handwritten to digital with Goodnotes. Check out what the note-taking app offers.,2023-09-01T10:34:03.000000,"Source(id=None, name='Hindustan Times', channel=<Channel.NEWSORG: 'NEWSORG'>)",""
Tecno announces Phantom Ultimate rollable smartphone concept: Here’s how it looks - Times of India,https://timesofindia.indiatimes.com/gadgets-news/tecno-announces-phantom-ultimate-rollable-smartphone-concept-heres-how-it-looks/articleshow/103282575.cms,"Tecno has unveiled its concept video for the Phantom Ultimate, its first rollable smartphone. The device features a 1.2-1.3 second unrolling speed, al",2023-09-01T10:29:00.000000,"Source(id='the-times-of-india', name='The Times of India', channel=<Channel.NEWSORG: 'NEWSORG'>)","Tecno:PERSON, Phantom Ultimate:ORG, Times of India:ORG, Tecno:PERSON, the Phantom Ultimate:ORG, first:ORDINAL, 1.2-1.3:QUANTITY"
[Removed],https://removed.com,[Removed],1970-01-01T00:00:00.000000,"Source(id=None, name='[Removed]', channel=<Channel.NEWSORG: 'NEWSORG'>)",""
"Estimating disparities in breast cancer screening programs towards mortality, case fatality, and DALYs across BRICS-plus - BMC Medicine - BMC Medicine",https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-023-03004-4,"Background Numerous studies over the past four decades have revealed that breast cancer screening (BCS) significantly reduces breast cancer (BC) mortality. However, in BRICS-plus countries, the association between BCS and BC case fatality and disability are u…",2023-09-01T00:49:48.000000,"Source(id=None, name='Biomedcentral.com', channel=<Channel.NEWSORG: 'NEWSORG'>)","the past four decades:DATE, BCS:ORG, BC:ORG, BCS:ORG, BC:ORG"
How to Buy Ozempic Online Safely in 2023 - Healthline,https://www.healthline.com/nutrition/buy-ozempic-online,"Ozempic may help manage type 2 diabetes, but is also becoming increasingly popular for weight loss, which is an “off-label” use. Clinical trials show that Ozempic's active ingredient, semaglutide, is an effective long-term weight management tool.",2023-09-01T00:11:04.000000,"Source(id=None, name='Healthline', channel=<Channel.NEWSORG: 'NEWSORG'>)","Buy Ozempic Online Safely:ORG, 2023:DATE, 2:CARDINAL, Ozempic:ORG"
[Removed],https://removed.com,[Removed],1970-01-01T00:00:00.000000,"Source(id=None, name='[Removed]', channel=<Channel.NEWSORG: 'NEWSORG'>)",""
"Why auto worker strikes against GM, Ford and Stellantis seem inevitable",https://www.cnbc.com/2023/09/02/uaw-strikes-at-gm-ford-stellantis-seem-inevitable.html,"Prolonged strikes against GM, Ford and Stellantis would be unprecedented and quickly impact the automotive supply chain, U.S. economy and domestic production.",2023-09-02T12:00:01.000000,"Source(id='cnbc-business', name='CNBC Business', channel=<Channel.RSS: 'RSS'>)","GM:ORG, Ford:ORG, Stellantis:ORG, GM:ORG, Ford:ORG, Stellantis:ORG, U.S.:GPE"
Home prices may be on the verge of cooling off,https://www.cnbc.com/2023/09/01/home-prices-rise-in-july-but-may-be-on-the-verge-of-cooling-off.html,"Home prices in July were 2.3% higher than the same month last year, but the monthly gain was lower than historical averages.",2023-09-01T18:03:10.000000,"Source(id='cnbc-business', name='CNBC Business', channel=<Channel.RSS: 'RSS'>)","July:DATE, 2.3%:PERCENT, the same month last year:DATE, monthly:DATE"
"Hollywood sheds 17,000 jobs in August amid ongoing strikes",https://www.cnbc.com/2023/09/01/jobs-report-hollywood-sheds-17000-jobs-in-august-amid-strikes-.html,"The ongoing Writers Guild of America and SAG-AFTRA strikes have resulted in a monthly decrease of 17,000 jobs in Hollywood.",2023-09-01T22:03:38.000000,"Source(id='cnbc-business', name='CNBC Business', channel=<Channel.RSS: 'RSS'>)","Hollywood:GPE, 17,000:CARDINAL, August:DATE, Writers Guild of America:ORG, SAG-AFTRA:ORG, monthly:DATE, 17,000:CARDINAL, Hollywood:GPE"
"When to wear masks as Covid cases rise, new variants emerge in the U.S.",https://www.cnbc.com/2023/09/01/covid-when-to-wear-masks-as-cases-rise-new-variants-emerge-in-us-.html,"The decision to mask depends on a few things: your personal risk level, Covid rates in your region and who you might make contact with, experts say.",2023-09-01T18:37:12.000000,"Source(id='cnbc-business', name='CNBC Business', channel=<Channel.RSS: 'RSS'>)","Covid:PERSON, U.S:GPE, Covid:PERSON"
Charter puts media companies on notice in bid to save pay-TV bundle,https://www.cnbc.com/2023/09/01/charter-puts-media-companies-on-notice-in-bid-to-save-pay-tv-bundle.html,"Charter Communications CEO Chris Winfrey wants to find a way for the pay-TV bundle to live, but content companies have to get on board.",2023-09-01T20:02:27.000000,"Source(id='cnbc-business', name='CNBC Business', channel=<Channel.RSS: 'RSS'>)",Chris Winfrey:PERSON
Horror movies will dominate movie theaters from now until Halloween,https://www.cnbc.com/2023/09/01/horror-movies-dominate-movie-theaters-halloween.html,"Starting this weekend, movie theaters will have a steady stream of jump scares, creepy monsters and gore — and that's great news for the box office.",2023-09-01T17:22:25.000000,"Source(id='cnbc-business', name='CNBC Business', channel=<Channel.RSS: 'RSS'>)","Halloween:DATE, this weekend:DATE, creepy:NORP, gore:PERSON"
Roz Brewer out as Walgreens CEO as company seeks chief with deep health-care experience,https://www.cnbc.com/2023/09/01/walgreens-ceo-roz-brewer-steps-down.html,Walgreens' stock has struggled this year as the company cut its profit expectations and contended with a decline in Covid vaccine and test demand.,2023-09-01T17:40:36.000000,"Source(id='cnbc-business', name='CNBC Business', channel=<Channel.RSS: 'RSS'>)","Roz Brewer:PERSON, Walgreens:PERSON, Walgreens:PERSON, this year:DATE, Covid:PERSON"
